order_number,order_date,product_code,producto_id,producto_nombre,categoria,quantity,price,sales,country,country_norm,region,subregion,cliente_id,nombre,ciudad
10288,2004-09-01,S18_1749,23,S18_1749,Classic Cars,32,100.0,5875.2,Singapore,Singapore,Asia,,64,Minea Hautala,Kangasala
10302,2003-10-06,S18_1749,23,S18_1749,Classic Cars,43,100.0,7310.0,UK,United Kingdom,,,99,Darren Phillips,Longford
10312,2004-10-21,S18_1749,23,S18_1749,Classic Cars,48,100.0,8078.4,USA,United States,,,49,Hudson Morris,Timaru
10331,2004-11-17,S18_1749,23,S18_1749,Classic Cars,44,74.04,3257.76,USA,United States,,,99,Darren Phillips,Longford
10344,2004-11-25,S18_1749,23,S18_1749,Classic Cars,45,100.0,7650.0,France,France,,,36,Cody Henderson,Athlone
10367,2005-01-12,S18_1749,23,S18_1749,Classic Cars,37,100.0,4703.81,USA,United States,,,82,بنیامین حیدری,رشت
10379,2005-02-10,S18_1749,23,S18_1749,Classic Cars,39,100.0,5399.55,Spain,Spain,,,96,Arnim Lehnen,Herrieden
10407,2005-04-22,S18_1749,23,S18_1749,Classic Cars,76,100.0,14082.8,USA,United States,,,24,Remziye Stabel,Zweins
10420,2005-05-29,S18_1749,23,S18_1749,Classic Cars,37,100.0,5283.6,Australia,Australia,,,23,Caroline Sørensen,Sundby/Erslev
10108,2003-03-03,S18_1889,24,S18_1889,Classic Cars,38,82.39,3130.82,Philippines,Philippines,,,62,Agathe Leroux,Bordeaux
10122,2003-05-08,S18_1889,24,S18_1889,Classic Cars,43,72.38,3112.34,France,France,,,96,Arnim Lehnen,Herrieden
10135,2003-07-02,S18_1889,24,S18_1889,Classic Cars,48,79.31,3806.88,USA,United States,,,37,Anton Vasić,Lajkovac
10147,2003-09-05,S18_1889,24,S18_1889,Classic Cars,26,82.39,2142.14,USA,United States,,,12,Cassandra Tronstad,Havøysund
10160,2003-10-11,S18_1889,24,S18_1889,Classic Cars,38,88.55,3364.9,USA,United States,,,55,Alex Williams,Ballina
10170,2003-11-04,S18_1889,24,S18_1889,Classic Cars,20,63.14,1262.8,Austria,Austria,,,13,Kurt Craig,Portarlington
10181,2003-11-12,S18_1889,24,S18_1889,Classic Cars,22,73.92,1626.24,Norway,Norway,,,23,Caroline Sørensen,Sundby/Erslev
10192,2003-11-20,S18_1889,24,S18_1889,Classic Cars,45,90.86,4088.7,USA,United States,,,89,Deniz Türkyılmaz,Manisa
10203,2003-12-02,S18_1889,24,S18_1889,Classic Cars,45,85.47,3846.15,Spain,Spain,,,99,Darren Phillips,Longford
10212,2004-01-16,S18_1889,24,S18_1889,Classic Cars,20,66.99,1339.8,Spain,Spain,,,30,Nemira Danchuk,Voznesenivka
10225,2004-02-22,S18_1889,24,S18_1889,Classic Cars,47,64.68,3039.96,Switzerland,Switzerland,,,17,Yashodha Saldanha,Bhusawal
10239,2004-04-12,S18_1889,24,S18_1889,Classic Cars,46,73.92,3400.32,Finland,Finland,,,62,Agathe Leroux,Bordeaux
10253,2004-06-01,S18_1889,24,S18_1889,Classic Cars,23,83.93,1930.39,UK,United Kingdom,,,84,Georg Hölscher,Readtsjerk
10266,2004-07-06,S18_1889,24,S18_1889,Classic Cars,33,74.69,2464.77,Italy,Italy,,,89,Deniz Türkyılmaz,Manisa
10278,2004-08-06,S18_1889,24,S18_1889,Classic Cars,29,90.86,2634.94,USA,United States,,,86,Britney Caldwell,Naas
10287,2004-08-30,S18_1889,24,S18_1889,Classic Cars,44,82.39,3625.16,Switzerland,Switzerland,,,13,Kurt Craig,Portarlington
10300,2003-10-04,S18_1889,24,S18_1889,Classic Cars,41,92.4,3788.4,Germany,Germany,,,59,Demid Lisickiy,Yalta
10310,2004-10-16,S18_1889,24,S18_1889,Classic Cars,20,91.63,1832.6,Germany,Germany,,,19,Rose Young,Waterloo
10321,2004-11-04,S18_1889,24,S18_1889,Classic Cars,37,78.54,2905.98,USA,United States,,,49,Hudson Morris,Timaru
10329,2004-11-15,S18_1889,24,S18_1889,Classic Cars,29,100.0,2954.81,USA,United States,,,100,Mara Häußler,Meßstetten
10342,2004-11-24,S18_1889,24,S18_1889,Classic Cars,55,65.45,3599.75,Australia,Australia,,,12,Cassandra Tronstad,Havøysund
10363,2005-01-06,S18_1889,24,S18_1889,Classic Cars,22,100.0,3686.54,Finland,Finland,,,61,Valentín Moreno,San Sebastián
10377,2005-02-09,S18_1889,24,S18_1889,Classic Cars,31,67.76,2100.56,Finland,Finland,,,19,Rose Young,Waterloo
10389,2005-03-03,S18_1889,24,S18_1889,Classic Cars,49,79.22,3881.78,Sweden,Sweden,,,76,Christian Alonso,Ferrol
10405,2005-04-14,S18_1889,24,S18_1889,Classic Cars,61,73.92,4509.12,France,France,,,9,Rosa Calderón,San Luis Soyatlán
10419,2005-05-17,S18_1889,24,S18_1889,Classic Cars,39,83.93,3273.27,Austria,Austria,,,71,Emil Halla,Ilmajoki
10109,2003-03-10,S18_1984,25,S18_1984,Classic Cars,38,100.0,4432.7,USA,United States,,,28,Soham Ellis,Dublin
10122,2003-05-08,S18_1984,25,S18_1984,Classic Cars,31,100.0,4100.99,France,France,,,78,Hayley Li,Auckland
10136,2003-07-04,S18_1984,25,S18_1984,Classic Cars,36,100.0,5274.72,France,France,,,95,Malik Margaret,Fountainbleu
10148,2003-09-11,S18_1984,25,S18_1984,Classic Cars,25,100.0,4232.0,Australia,Australia,,,52,Radoslav Blagojević,Kikinda
10161,2003-10-17,S18_1984,25,S18_1984,Classic Cars,48,100.0,6145.44,Denmark,Denmark,,,83,Letizia Nicolas,Rüegsau
10171,2003-11-05,S18_1984,25,S18_1984,Classic Cars,35,100.0,4680.2,Canada,Canada,,,16,Zillah Lenssen,Winterswijk
10181,2003-11-12,S18_1984,25,S18_1984,Classic Cars,21,100.0,3286.08,Norway,Norway,,,69,Helmi Tikkanen,Tervola
10192,2003-11-20,S18_1984,25,S18_1984,Classic Cars,47,100.0,7421.3,USA,United States,,,99,Darren Phillips,Longford
10204,2003-12-02,S18_1984,25,S18_1984,Classic Cars,38,100.0,6432.64,USA,United States,,,12,Cassandra Tronstad,Havøysund
10212,2004-01-16,S18_1984,25,S18_1984,Classic Cars,41,100.0,4840.87,Spain,Spain,,,25,Wanda Lucas,The Colony
10226,2004-02-26,S18_1984,25,S18_1984,Classic Cars,24,100.0,3892.08,USA,United States,,,52,Radoslav Blagojević,Kikinda
10240,2004-04-13,S18_1984,25,S18_1984,Classic Cars,37,100.0,5526.32,Japan,Japan,Asia,,85,Francisco Hernández,Fuenlabrada
10253,2004-06-01,S18_1984,25,S18_1984,Classic Cars,33,100.0,4459.62,UK,United Kingdom,,,100,Mara Häußler,Meßstetten
10266,2004-07-06,S18_1984,25,S18_1984,Classic Cars,49,100.0,6203.4,Italy,Italy,,,53,Vera Teodosić,Svilajnac
10278,2004-08-06,S18_1984,25,S18_1984,Classic Cars,29,100.0,3754.05,USA,United States,,,23,Caroline Sørensen,Sundby/Erslev
10287,2004-08-30,S18_1984,25,S18_1984,Classic Cars,24,100.0,3516.48,Switzerland,Switzerland,,,16,Zillah Lenssen,Winterswijk
10301,2003-10-05,S18_1984,25,S18_1984,Classic Cars,47,100.0,7488.04,Norway,Norway,,,57,Sofia Edwards,Invercargill
10310,2004-10-16,S18_1984,25,S18_1984,Classic Cars,24,100.0,3448.08,Germany,Germany,,,39,Noah Mortensen,Allinge
10321,2004-11-04,S18_1984,25,S18_1984,Classic Cars,25,100.0,3734.0,USA,United States,,,53,Vera Teodosić,Svilajnac
10331,2004-11-17,S18_1984,25,S18_1984,Classic Cars,30,32.47,974.1,USA,United States,,,42,Mladen Jeremić,Jagodina
10342,2004-11-24,S18_1984,25,S18_1984,Classic Cars,22,100.0,3160.74,Australia,Australia,,,58,Maeva Martin,Cochrane
10356,2004-12-09,S18_1984,25,S18_1984,Classic Cars,27,64.69,1746.63,France,France,,,39,Noah Mortensen,Allinge
10366,2005-01-10,S18_1984,25,S18_1984,Classic Cars,34,100.0,4207.84,Belgium,Belgium,,,14,Yasemin Akgül,Amasya
10377,2005-02-09,S18_1984,25,S18_1984,Classic Cars,36,100.0,4352.76,Finland,Finland,,,95,Malik Margaret,Fountainbleu
10390,2005-03-04,S18_1984,25,S18_1984,Classic Cars,34,43.05,1463.7,USA,United States,,,5,Maya Howell,Leicester
10406,2005-04-15,S18_1984,25,S18_1984,Classic Cars,48,100.0,7169.28,Denmark,Denmark,,,35,Lada Trajković,Mionica
10419,2005-05-17,S18_1984,25,S18_1984,Classic Cars,34,100.0,4594.76,Austria,Austria,,,87,Tomás Solorzano,Catalinas (Francisco Villa)
10104,2003-01-31,S18_2238,26,S18_2238,Classic Cars,24,100.0,3457.92,Spain,Spain,,,93,Felix Chow,Hampstead
10115,2003-04-04,S18_2238,26,S18_2238,Classic Cars,46,100.0,7381.16,USA,United States,,,75,Bror Svendsen,Sande
10127,2003-06-03,S18_2238,26,S18_2238,Classic Cars,45,100.0,7146.9,USA,United States,,,18,Oya Başoğlu,İstanbul
10141,2003-08-01,S18_2238,26,S18_2238,Classic Cars,39,100.0,5938.53,Finland,Finland,,,76,Christian Alonso,Ferrol
10151,2003-09-21,S18_2238,26,S18_2238,Classic Cars,43,100.0,7110.91,Finland,Finland,,,9,Rosa Calderón,San Luis Soyatlán
10165,2003-10-22,S18_2238,26,S18_2238,Classic Cars,29,100.0,5032.95,Singapore,Singapore,Asia,,74,Benjamin Jimenez,Wells
10176,2003-11-06,S18_2238,26,S18_2238,Classic Cars,20,100.0,3667.6,Italy,Italy,,,58,Maeva Martin,Cochrane
10184,2003-11-14,S18_2238,26,S18_2238,Classic Cars,46,100.0,7381.16,Spain,Spain,,,17,Yashodha Saldanha,Bhusawal
10195,2003-11-25,S18_2238,26,S18_2238,Classic Cars,27,100.0,5128.11,USA,United States,,,7,Elio Giraud,Colombes
10207,2003-12-09,S18_2238,26,S18_2238,Classic Cars,44,100.0,7060.24,USA,United States,,,46,Srđan Malešević,Zvečan
10219,2004-02-10,S18_2238,26,S18_2238,Classic Cars,43,100.0,8448.64,USA,United States,,,13,Kurt Craig,Portarlington
10230,2004-03-15,S18_2238,26,S18_2238,Classic Cars,49,100.0,7300.51,Germany,Germany,,,40,Barb Parker,Plymouth
10246,2004-05-05,S18_2238,26,S18_2238,Classic Cars,40,100.0,6549.2,Spain,Spain,,,42,Mladen Jeremić,Jagodina
10259,2004-06-15,S18_2238,26,S18_2238,Classic Cars,30,100.0,5697.9,Singapore,Singapore,Asia,,9,Rosa Calderón,San Luis Soyatlán
10271,2004-07-20,S18_2238,26,S18_2238,Classic Cars,50,100.0,9169.0,USA,United States,,,50,Ivana Teixeira,Birigüi
10282,2004-08-20,S18_2238,26,S18_2238,Classic Cars,23,100.0,3238.63,USA,United States,,,27,Nelson Murphy,Stevenage
10292,2004-09-08,S18_2238,26,S18_2238,Classic Cars,26,100.0,4554.94,USA,United States,,,66,Olive Martin,Christchurch
10305,2004-10-13,S18_2238,26,S18_2238,Classic Cars,27,100.0,3934.44,USA,United States,,,5,Maya Howell,Leicester
10314,2004-10-22,S18_2238,26,S18_2238,Classic Cars,42,100.0,5776.26,Denmark,Denmark,,,29,Bella Stepanenko,Slov'yansk
10324,2004-11-05,S18_2238,26,S18_2238,Classic Cars,47,100.0,7207.45,USA,United States,,,37,Anton Vasić,Lajkovac
10336,2004-11-20,S18_2238,26,S18_2238,Classic Cars,49,100.0,7460.74,France,France,,,38,آدرین سالاری,شیراز
10349,2004-12-01,S18_2238,26,S18_2238,Classic Cars,38,100.0,6719.54,USA,United States,,,83,Letizia Nicolas,Rüegsau
10358,2004-12-10,S18_2238,26,S18_2238,Classic Cars,20,100.0,2428.0,Spain,Spain,,,8,Eduardo Treviño,Ozuluama
10371,2005-01-23,S18_2238,26,S18_2238,Classic Cars,25,100.0,2602.25,USA,United States,,,65,Francis Armstrong,Tamworth
10382,2005-02-17,S18_2238,26,S18_2238,Classic Cars,25,88.0,2200.0,USA,United States,,,86,Britney Caldwell,Naas
10412,2005-05-03,S18_2238,26,S18_2238,Classic Cars,41,100.0,6712.93,Spain,Spain,,,17,Yashodha Saldanha,Bhusawal
10425,2005-05-31,S18_2238,26,S18_2238,Classic Cars,28,100.0,5318.04,France,France,,,71,Emil Halla,Ilmajoki
10100,2003-01-06,S18_2248,27,S18_2248,Classic Cars,50,67.8,3390.0,USA,United States,,,89,Deniz Türkyılmaz,Manisa
10110,2003-03-18,S18_2248,27,S18_2248,Classic Cars,32,50.25,1608.0,UK,United Kingdom,,,45,Anny Skjelbred,Snurråsen
10124,2003-05-21,S18_2248,27,S18_2248,Classic Cars,42,53.88,2262.96,USA,United States,,,4,Eino Tuomi,Multia
10149,2003-09-12,S18_2248,27,S18_2248,Classic Cars,24,62.36,1496.64,USA,United States,,,36,Cody Henderson,Athlone
10162,2003-10-18,S18_2248,27,S18_2248,Classic Cars,27,69.62,1879.74,USA,United States,,,70,Aiden Griffin,Loughrea
10173,2003-11-05,S18_2248,27,S18_2248,Classic Cars,26,57.51,1495.26,Italy,Italy,,,31,Porfirio de la Crúz,Orduña de Arriba
10182,2003-11-12,S18_2248,27,S18_2248,Classic Cars,38,61.15,2323.7,USA,United States,,,19,Rose Young,Waterloo
10193,2003-11-21,S18_2248,27,S18_2248,Classic Cars,42,59.33,2491.86,Australia,Australia,,,61,Valentín Moreno,San Sebastián
10204,2003-12-02,S18_2248,27,S18_2248,Classic Cars,23,71.44,1643.12,USA,United States,,,54,Leticia Rolland,Zermatt
10214,2004-01-26,S18_2248,27,S18_2248,Classic Cars,21,62.96,1322.16,Spain,Spain,,,39,Noah Mortensen,Allinge
10227,2004-03-02,S18_2248,27,S18_2248,Classic Cars,28,50.85,1423.8,France,France,,,91,Helen Marie,Granges-Paccot
10241,2004-04-13,S18_2248,27,S18_2248,Classic Cars,33,72.65,2397.45,France,France,,,74,Benjamin Jimenez,Wells
10280,2004-08-17,S18_2248,27,S18_2248,Classic Cars,25,62.96,1574.0,Italy,Italy,,,90,Ana Luisa Valverde,La Higuera
10288,2004-09-01,S18_2248,27,S18_2248,Classic Cars,28,61.75,1729.0,Singapore,Singapore,Asia,,19,Rose Young,Waterloo
10303,2004-10-06,S18_2248,27,S18_2248,Classic Cars,46,49.04,2255.84,Spain,Spain,,,39,Noah Mortensen,Allinge
10312,2004-10-21,S18_2248,27,S18_2248,Classic Cars,30,61.15,1834.5,USA,United States,,,67,Joaquin Santana,Barcelona
10332,2004-11-17,S18_2248,27,S18_2248,Classic Cars,38,84.25,3201.5,UK,United Kingdom,,,45,Anny Skjelbred,Snurråsen
10344,2004-11-25,S18_2248,27,S18_2248,Classic Cars,40,56.91,2276.4,France,France,,,13,Kurt Craig,Portarlington
10367,2005-01-12,S18_2248,27,S18_2248,Classic Cars,45,100.0,8884.8,USA,United States,,,92,Nelly Chavarría,San Pedro Comitancillo
10379,2005-02-10,S18_2248,27,S18_2248,Classic Cars,27,49.3,1331.1,Spain,Spain,,,58,Maeva Martin,Cochrane
10407,2005-04-22,S18_2248,27,S18_2248,Classic Cars,42,72.65,3051.3,USA,United States,,,20,Ljubiša Stefanović,Rača
10420,2005-05-29,S18_2248,27,S18_2248,Classic Cars,36,63.57,2288.52,Australia,Australia,,,92,Nelly Chavarría,San Pedro Comitancillo
10104,2003-01-31,S18_2319,28,S18_2319,Classic Cars,29,100.0,3772.61,Spain,Spain,,,72,Daniel Denys,Selkirk
10114,2003-04-01,S18_2319,28,S18_2319,Classic Cars,39,100.0,4164.42,France,France,,,61,Valentín Moreno,San Sebastián
10127,2003-06-03,S18_2319,28,S18_2319,Classic Cars,45,100.0,6295.95,USA,United States,,,39,Noah Mortensen,Allinge
10141,2003-08-01,S18_2319,28,S18_2319,Classic Cars,47,100.0,6287.66,Finland,Finland,,,1,Jenny Bourgeois,Miège
10151,2003-09-21,S18_2319,28,S18_2319,Classic Cars,49,100.0,5412.54,Finland,Finland,,,3,Noélie Bourgeois,Lille
10165,2003-10-22,S18_2319,28,S18_2319,Classic Cars,46,100.0,5984.14,Singapore,Singapore,Asia,,77,Aashish Uchil,Naihati
10175,2003-11-06,S18_2319,28,S18_2319,Classic Cars,48,100.0,5891.04,UK,United Kingdom,,,92,Nelly Chavarría,San Pedro Comitancillo
10184,2003-11-14,S18_2319,28,S18_2319,Classic Cars,46,100.0,5984.14,Spain,Spain,,,62,Agathe Leroux,Bordeaux
10195,2003-11-25,S18_2319,28,S18_2319,Classic Cars,35,100.0,3608.15,USA,United States,,,63,Karl-Dieter Klaus,Sinsheim
10207,2003-12-09,S18_2319,28,S18_2319,Classic Cars,43,100.0,5752.54,USA,United States,,,25,Wanda Lucas,The Colony
10229,2004-03-11,S18_2319,28,S18_2319,Classic Cars,26,100.0,3765.32,USA,United States,,,56,Magdalena Simonović,Blace
10246,2004-05-05,S18_2319,28,S18_2319,Classic Cars,22,98.18,2159.96,Spain,Spain,,,33,Leonard Barbier,Rüeggisberg
10259,2004-06-15,S18_2319,28,S18_2319,Classic Cars,34,99.41,3379.94,Singapore,Singapore,Asia,,38,آدرین سالاری,شیراز
10271,2004-07-20,S18_2319,28,S18_2319,Classic Cars,50,100.0,5093.5,USA,United States,,,6,Fatma Beşerler,Iğdır
10281,2004-08-19,S18_2319,28,S18_2319,Classic Cars,48,100.0,5773.44,USA,United States,,,58,Maeva Martin,Cochrane
10292,2004-09-08,S18_2319,28,S18_2319,Classic Cars,41,100.0,4528.86,USA,United States,,,44,Nella Koskinen,Hamina
10305,2004-10-13,S18_2319,28,S18_2319,Classic Cars,36,100.0,4816.08,USA,United States,,,45,Anny Skjelbred,Snurråsen
10313,2004-10-22,S18_2319,28,S18_2319,Classic Cars,29,100.0,3416.78,Canada,Canada,,,32,May Wie,Andselv
10324,2004-11-05,S18_2319,28,S18_2319,Classic Cars,33,37.48,1236.84,USA,United States,,,45,Anny Skjelbred,Snurråsen
10334,2004-11-19,S18_2319,28,S18_2319,Classic Cars,46,100.0,5814.86,Sweden,Sweden,,,61,Valentín Moreno,San Sebastián
10349,2004-12-01,S18_2319,28,S18_2319,Classic Cars,38,100.0,5223.48,USA,United States,,,47,Giovana Moreira,Americana
10358,2004-12-10,S18_2319,28,S18_2319,Classic Cars,20,36.42,728.4,Spain,Spain,,,21,Pamela Colunga,Río Florido
10370,2005-01-20,S18_2319,28,S18_2319,Classic Cars,22,100.0,3949.0,Australia,Australia,,,80,Frederick Steward,Leicester
10383,2005-02-22,S18_2319,28,S18_2319,Classic Cars,27,100.0,3843.99,Spain,Spain,,,85,Francisco Hernández,Fuenlabrada
10412,2005-05-03,S18_2319,28,S18_2319,Classic Cars,56,98.18,5498.08,Spain,Spain,,,75,Bror Svendsen,Sande
10425,2005-05-31,S18_2319,28,S18_2319,Classic Cars,38,99.41,3777.58,France,France,,,36,Cody Henderson,Athlone
10101,2003-01-09,S18_2325,29,S18_2325,Classic Cars,25,100.0,3782.0,Germany,Germany,,,99,Darren Phillips,Longford
10110,2003-03-18,S18_2325,29,S18_2325,Classic Cars,33,100.0,3859.68,UK,United Kingdom,,,19,Rose Young,Waterloo
10124,2003-05-21,S18_2325,29,S18_2325,Classic Cars,42,100.0,4431.84,USA,United States,,,20,Ljubiša Stefanović,Rača
10149,2003-09-12,S18_2325,29,S18_2325,Classic Cars,33,100.0,4950.33,USA,United States,,,57,Sofia Edwards,Invercargill
10162,2003-10-18,S18_2325,29,S18_2325,Classic Cars,38,100.0,4299.7,USA,United States,,,18,Oya Başoğlu,İstanbul
10173,2003-11-05,S18_2325,29,S18_2325,Classic Cars,31,100.0,4492.83,Italy,Italy,,,47,Giovana Moreira,Americana
10182,2003-11-12,S18_2325,29,S18_2325,Classic Cars,20,100.0,2212.0,USA,United States,,,49,Hudson Morris,Timaru
10193,2003-11-21,S18_2325,29,S18_2325,Classic Cars,44,100.0,4642.88,Australia,Australia,,,14,Yasemin Akgül,Amasya
10204,2003-12-02,S18_2325,29,S18_2325,Classic Cars,26,100.0,3206.32,USA,United States,,,15,Rasmus Christensen,Randers Nø
10214,2004-01-26,S18_2325,29,S18_2325,Classic Cars,27,100.0,3604.23,Spain,Spain,,,31,Porfirio de la Crúz,Orduña de Arriba
10227,2004-03-02,S18_2325,29,S18_2325,Classic Cars,46,100.0,7017.76,France,France,,,1,Jenny Bourgeois,Miège
10243,2004-04-26,S18_2325,29,S18_2325,Classic Cars,47,100.0,6154.18,USA,United States,,,54,Leticia Rolland,Zermatt
10280,2004-08-17,S18_2325,29,S18_2325,Classic Cars,37,100.0,4750.8,Italy,Italy,,,3,Noélie Bourgeois,Lille
10288,2004-09-01,S18_2325,29,S18_2325,Classic Cars,31,100.0,3822.92,Singapore,Singapore,Asia,,16,Zillah Lenssen,Winterswijk
10304,2004-10-11,S18_2325,29,S18_2325,Classic Cars,24,100.0,2440.8,France,France,,,87,Tomás Solorzano,Catalinas (Francisco Villa)
10312,2004-10-21,S18_2325,29,S18_2325,Classic Cars,31,100.0,4729.36,USA,United States,,,57,Sofia Edwards,Invercargill
10322,2004-11-04,S18_2325,29,S18_2325,Classic Cars,50,100.0,12536.5,USA,United States,,,75,Bror Svendsen,Sande
10332,2004-11-17,S18_2325,29,S18_2325,Classic Cars,35,64.69,2264.15,UK,United Kingdom,,,12,Cassandra Tronstad,Havøysund
10344,2004-11-25,S18_2325,29,S18_2325,Classic Cars,30,100.0,3928.2,France,France,,,74,Benjamin Jimenez,Wells
10356,2004-12-09,S18_2325,29,S18_2325,Classic Cars,29,100.0,3630.22,France,France,,,96,Arnim Lehnen,Herrieden
10367,2005-01-12,S18_2325,29,S18_2325,Classic Cars,27,100.0,4196.07,USA,United States,,,16,Zillah Lenssen,Winterswijk
10380,2005-02-16,S18_2325,29,S18_2325,Classic Cars,40,100.0,4931.6,Spain,Spain,,,72,Daniel Denys,Selkirk
10390,2005-03-04,S18_2325,29,S18_2325,Classic Cars,31,98.99,3068.69,USA,United States,,,76,Christian Alonso,Ferrol
10409,2005-04-23,S18_2325,29,S18_2325,Classic Cars,6,100.0,785.64,Singapore,Singapore,Asia,,24,Remziye Stabel,Zweins
10420,2005-05-29,S18_2325,29,S18_2325,Classic Cars,45,100.0,4977.0,Australia,Australia,,,28,Soham Ellis,Dublin
10103,2003-01-29,S18_2432,30,S18_2432,Classic Cars,22,54.09,1189.98,Norway,Norway,,,8,Eduardo Treviño,Ozuluama
10114,2003-04-01,S18_2432,30,S18_2432,Classic Cars,45,68.67,3090.15,France,France,,,92,Nelly Chavarría,San Pedro Comitancillo
10126,2003-05-28,S18_2432,30,S18_2432,Classic Cars,43,65.02,2795.86,Spain,Spain,,,36,Cody Henderson,Athlone
10140,2003-07-24,S18_2432,30,S18_2432,Classic Cars,46,61.99,2851.54,USA,United States,,,90,Ana Luisa Valverde,La Higuera
10151,2003-09-21,S18_2432,30,S18_2432,Classic Cars,39,69.28,2701.92,Finland,Finland,,,8,Eduardo Treviño,Ozuluama
10165,2003-10-22,S18_2432,30,S18_2432,Classic Cars,31,71.1,2204.1,Singapore,Singapore,Asia,,58,Maeva Martin,Cochrane
10175,2003-11-06,S18_2432,30,S18_2432,Classic Cars,41,69.28,2840.48,UK,United Kingdom,,,60,Silvia Márquez,Barcelona
10184,2003-11-14,S18_2432,30,S18_2432,Classic Cars,44,60.16,2647.04,Spain,Spain,,,50,Ivana Teixeira,Birigüi
10194,2003-11-25,S18_2432,30,S18_2432,Classic Cars,45,70.49,3172.05,France,France,,,28,Soham Ellis,Dublin
10207,2003-12-09,S18_2432,30,S18_2432,Classic Cars,37,69.89,2585.93,USA,United States,,,92,Nelly Chavarría,San Pedro Comitancillo
10217,2004-02-04,S18_2432,30,S18_2432,Classic Cars,35,61.38,2148.3,Singapore,Singapore,Asia,,41,Aurelio Rousseau,Haute-Sorne
10229,2004-03-11,S18_2432,30,S18_2432,Classic Cars,28,59.55,1667.4,USA,United States,,,100,Mara Häußler,Meßstetten
10246,2004-05-05,S18_2432,30,S18_2432,Classic Cars,30,61.99,1859.7,Spain,Spain,,,64,Minea Hautala,Kangasala
10259,2004-06-15,S18_2432,30,S18_2432,Classic Cars,30,49.22,1476.6,Singapore,Singapore,Asia,,27,Nelson Murphy,Stevenage
10271,2004-07-20,S18_2432,30,S18_2432,Classic Cars,25,69.28,1732.0,USA,United States,,,63,Karl-Dieter Klaus,Sinsheim
10281,2004-08-19,S18_2432,30,S18_2432,Classic Cars,29,57.73,1674.17,USA,United States,,,17,Yashodha Saldanha,Bhusawal
10291,2004-09-08,S18_2432,30,S18_2432,Classic Cars,26,57.73,1500.98,Sweden,Sweden,,,73,Deveny Hartsuiker,Sint Agatha
10305,2004-10-13,S18_2432,30,S18_2432,Classic Cars,41,53.48,2192.68,USA,United States,,,33,Leonard Barbier,Rüeggisberg
10313,2004-10-22,S18_2432,30,S18_2432,Classic Cars,34,52.87,1797.58,Canada,Canada,,,84,Georg Hölscher,Readtsjerk
10322,2004-11-04,S18_2432,30,S18_2432,Classic Cars,35,61.21,2142.35,USA,United States,,,77,Aashish Uchil,Naihati
10334,2004-11-19,S18_2432,30,S18_2432,Classic Cars,34,61.38,2086.92,Sweden,Sweden,,,92,Nelly Chavarría,San Pedro Comitancillo
10347,2004-11-29,S18_2432,30,S18_2432,Classic Cars,50,100.0,6834.5,Australia,Australia,,,29,Bella Stepanenko,Slov'yansk
10357,2004-12-10,S18_2432,30,S18_2432,Classic Cars,41,61.99,2541.59,USA,United States,,,13,Kurt Craig,Portarlington
10370,2005-01-20,S18_2432,30,S18_2432,Classic Cars,22,96.86,2130.92,Australia,Australia,,,46,Srđan Malešević,Zvečan
10381,2005-02-17,S18_2432,30,S18_2432,Classic Cars,35,48.62,1701.7,USA,United States,,,35,Lada Trajković,Mionica
10391,2005-03-09,S18_2432,30,S18_2432,Classic Cars,44,38.5,1694.0,Australia,Australia,,,6,Fatma Beşerler,Iğdır
10412,2005-05-03,S18_2432,30,S18_2432,Classic Cars,47,61.99,2913.53,Spain,Spain,,,82,بنیامین حیدری,رشت
10425,2005-05-31,S18_2432,30,S18_2432,Classic Cars,19,49.22,935.18,France,France,,,69,Helmi Tikkanen,Tervola
10106,2003-02-17,S18_2581,31,S18_2581,Classic Cars,34,90.39,3073.26,Italy,Italy,,,47,Giovana Moreira,Americana
10120,2003-04-29,S18_2581,31,S18_2581,Classic Cars,29,71.81,2082.49,Australia,Australia,,,25,Wanda Lucas,The Colony
10133,2003-06-27,S18_2581,31,S18_2581,Classic Cars,49,69.27,3394.23,Spain,Spain,,,66,Olive Martin,Christchurch
10145,2003-08-25,S18_2581,31,S18_2581,Classic Cars,30,85.32,2559.6,USA,United States,,,10,Nadia Mayorga,Carapán
10168,2003-10-28,S18_2581,31,S18_2581,Classic Cars,21,70.96,1490.16,USA,United States,,,56,Magdalena Simonović,Blace
10210,2004-01-12,S18_2581,31,S18_2581,Classic Cars,50,76.88,3844.0,Japan,Japan,Asia,,30,Nemira Danchuk,Voznesenivka
10223,2004-02-20,S18_2581,31,S18_2581,Classic Cars,47,100.0,4724.91,Australia,Australia,,,5,Maya Howell,Leicester
10235,2004-04-02,S18_2581,31,S18_2581,Classic Cars,24,76.03,1824.72,Canada,Canada,,,33,Leonard Barbier,Rüeggisberg
10250,2004-05-11,S18_2581,31,S18_2581,Classic Cars,27,98.84,2668.68,USA,United States,,,65,Francis Armstrong,Tamworth
10263,2004-06-28,S18_2581,31,S18_2581,Classic Cars,33,86.17,2843.61,USA,United States,,,18,Oya Başoğlu,İstanbul
10275,2004-07-23,S18_2581,31,S18_2581,Classic Cars,35,90.39,3163.65,France,France,,,96,Arnim Lehnen,Herrieden
10284,2004-08-21,S18_2581,31,S18_2581,Classic Cars,31,71.81,2226.11,Norway,Norway,,,49,Hudson Morris,Timaru
